index	token_a	token_b	merged
1781	EB6D	EB10	F1FB
1782	EB0D	EB78	F1FC
1783	EB14	EB34	F1FD
1784	EB10	EB30	F1FE
1785	EB09	EBA4	F1FF
1786	EB4B	EB11	F200
1787	EB18	EB21	F201
1788	EB18	EB0B	F202
1789	EB42	EB21	F203
1790	EB88	EB26	F204
1791	EB65	F0F5	F205
1792	EB01	EBC4	F206
1793	EB19	EB95	F207
1794	ED49	EC9F	F208
1795	EF8C	EB1F	F209
1796	EFA5	EB79	F20A
1797	EB85	EB10	F20B
1798	EBD6	EC20	F20C
1799	EB10	EB9B	F20D
1800	EB5E	EC74	F20E
1801	EB3F	EEF1	F20F
1802	EBC2	EC91	F210
1803	EB5D	EB10	F211
1804	EB7F	EB19	F212
1805	ECC3	EB27	F213
1806	EB4D	EDA4	F214
1807	EC48	EB1C	F215
1808	EB11	EB53	F216
1809	EB10	EB68	F217
1810	EE48	EBF6	F218
1811	EB14	EB23	F219
1812	EC07	F218	F21A
1813	EC39	EC0C	F21B
1814	EB65	ECF5	F21C
1815	EDEF	EB22	F21D
1816	EB3B	EB08	F21E
1817	EBA0	EB13	F21F
1818	EB2D	EB0F	F220
1819	EB11	EC5E	F221
1820	EE61	EBD3	F222
1821	ED2C	EB2C	F223
1822	EDAE	EB0A	F224
1823	EB17	EBA3	F225
1824	EB47	EB4C	F226
1825	EC0B	EB51	F227
1826	EF96	ECE0	F228
1827	EB07	EB13	F229
1828	EB58	EB12	F22A
1829	EB4A	EC44	F22B
1830	EB0C	EBA1	F22C
1831	EBF7	EB0F	F22D
1832	EB32	EB26	F22E
1833	EB37	EB10	F22F
1834	EBA8	EB09	F230
1835	EB1B	ECBA	F231
1836	EC3F	EB26	F232
1837	EB19	EB09	F233
1838	EB6E	EB14	F234
1839	EB0C	EB1A	F235
1840	EB2A	EC22	F236
1841	EC4A	EB5C	F237
1842	EF74	EBB2	F238
1843	EB6C	EB62	F239
1844	EC01	EB27	F23A
1845	EB7F	EB32	F23B
1846	EB18	EDBC	F23C
1847	EB28	EB08	F23D
1848	EFDF	EBA9	F23E
1849	EB06	EB14	F23F
1850	EB6E	EB6C	F240
1851	EB24	F222	F241
1852	ECC0	EB08	F242
1853	EB36	EC38	F243
1854	EC16	EB7E	F244
1855	EB12	EB22	F245
1856	EB62	EB32	F246
1857	EB5C	EB29	F247
1858	EB06	EB3D	F248
1859	EF53	EB1C	F249
1860	EC25	EB21	F24A
1861	ECAB	F20D	F24B
1862	ED10	EB12	F24C
1863	EB6F	F239	F24D
1864	EE32	EB40	F24E
1865	EB5D	EB09	F24F
1866	EB35	EDAF	F250
1867	EB0D	EBF3	F251
1868	EB2D	EBE9	F252
1869	EDB9	EB67	F253
1870	EB23	EB2C	F254
1871	ED84	EB1F	F255
1872	ED4D	EB40	F256
1873	EB08	EC26	F257
1874	EB2A	EB84	F258
1875	EC9E	EB2F	F259
1876	EDD7	EB3C	F25A
1877	EB18	EB40	F25B
1878	EB3C	EB1A	F25C
1879	EB1A	EC6B	F25D
1880	EBD2	EF8F	F25E
1881	EB69	EB25	F25F
1882	EC31	EB23	F260
1883	EB54	EC97	F261
1884	EBD2	EB0C	F262
1885	EC76	EDFD	F263
1886	EBA5	EC0C	F264
1887	EB66	EB3A	F265
1888	EE73	ED5C	F266
1889	EB55	EB21	F267
1890	EB26	EB2C	F268
1891	EDD1	EBD1	F269
1892	EB20	EF6A	F26A
1893	EB28	EBB9	F26B
1894	EB33	EB60	F26C
1895	EB2B	EB14	F26D
1896	ED77	EB23	F26E
1897	EB0D	EB6C	F26F
1898	EB60	EB11	F270
1899	EBC0	EB21	F271
1900	EB64	EB09	F272
1901	EB87	EC0C	F273
1902	EF23	EB62	F274
1903	EB0C	EB22	F275
1904	EB66	EB13	F276
1905	EBCA	F274	F277
1906	EB35	F188	F278
1907	EC50	EB0E	F279
1908	ED7F	ECB5	F27A
1909	EB14	EEE6	F27B
1910	EB72	EEAE	F27C
1911	EB19	EBE5	F27D
1912	EB0A	EB3F	F27E
1913	EB35	EFE5	F27F
1914	EB0D	EB3F	F280
1915	EB1E	EC91	F281
1916	EB11	EB13	F282
1917	EB8D	F0BA	F283
1918	EB06	EB32	F284
1919	EDC1	EB4C	F285
1920	EB00	EBA6	F286
1921	EB31	EB10	F287
1922	EC76	EF9B	F288
1923	ED73	EBB9	F289
1924	EBA1	EB0F	F28A
1925	EB42	EB13	F28B
1926	EC05	EC0F	F28C
1927	EB1D	EB91	F28D
1928	EBC3	EB22	F28E
1929	ECA8	EB64	F28F
1930	EB81	F18C	F290
1931	EB52	EB59	F291
1932	EB37	EBA8	F292
1933	EB20	EB6E	F293
1934	EB20	F05F	F294
1935	EB0B	EB49	F295
1936	EB46	EBD6	F296
1937	EB5A	EB15	F297
1938	EB43	EB29	F298
1939	EB24	EC58	F299
1940	EB23	EB1C	F29A
1941	EB06	EB09	F29B
1942	EC93	EB1C	F29C
1943	EB0C	EFD5	F29D
1944	EB52	EB8B	F29E
1945	ED57	EB7F	F29F
1946	EB0D	ED3C	F2A0
1947	EB1D	EB13	F2A1
1948	EB07	EB10	F2A2
1949	EB33	EB29	F2A3
1950	EB07	EBC1	F2A4
1951	EB06	EBD6	F2A5
1952	EB14	EB11	F2A6
1953	EB72	EB0A	F2A7
1954	EC6F	EB84	F2A8
1955	EB2D	EB10	F2A9
1956	EB0D	EB34	F2AA
1957	EB08	EFBA	F2AB
1958	EBF4	EB1F	F2AC
1959	EB3A	EB2B	F2AD
1960	EB36	EF39	F2AE
1961	EB4D	EC94	F2AF
1962	EB0E	EBAE	F2B0
1963	EB01	EB34	F2B1
1964	EB15	EB9D	F2B2
1965	EB88	F078	F2B3
1966	EB07	EBAB	F2B4
1967	EB4B	EB76	F2B5
1968	EC9A	EE3D	F2B6
1969	EBE3	EB31	F2B7
1970	EC3F	EB23	F2B8
1971	EB57	EC36	F2B9
1972	EF5D	EBB9	F2BA
1973	EBE2	EB2C	F2BB
1974	EB08	EB41	F2BC
1975	EB0D	F042	F2BD
1976	EB17	F1F1	F2BE
1977	EBDF	EC22	F2BF
1978	EFE6	EB1F	F2C0
1979	EB4D	EB0E	F2C1
1980	ECF9	EE95	F2C2
1981	EB2D	EB02	F2C3
1982	EB30	EB2F	F2C4
1983	EB2D	EBA0	F2C5
1984	EB4B	EB71	F2C6
1985	EC8A	EB16	F2C7
1986	EB6A	EBA9	F2C8
1987	EB20	EB8C	F2C9
1988	EB17	EBD4	F2CA
1989	EB1A	EB0A	F2CB
1990	EB2F	EB11	F2CC
1991	EB91	EB24	F2CD
1992	EC3C	EF68	F2CE
1993	EB57	ED67	F2CF
1994	EB42	EB30	F2D0
1995	EB08	EDE0	F2D1
1996	F22C	F109	F2D2
1997	EB34	EC65	F2D3
1998	EB19	EB37	F2D4
1999	EB36	EBC9	F2D5
2000	EB59	ED2D	F2D6
2001	EB5E	EE2E	F2D7
2002	EB12	EB7E	F2D8
2003	EE8F	EB9E	F2D9
2004	EB29	F157	F2DA
2005	EB06	EB40	F2DB
2006	EB19	EE38	F2DC
2007	EB4D	EDC8	F2DD
2008	EB0A	EBB2	F2DE
2009	EB33	EF11	F2DF
2010	EBB8	EB62	F2E0
2011	EB17	EB1E	F2E1
2012	EB58	EB31	F2E2
2013	EB17	EB50	F2E3
2014	EB33	F0E2	F2E4
2015	EB0D	EB53	F2E5
2016	EB74	EB34	F2E6
2017	EDB5	F03F	F2E7
2018	EC96	EB15	F2E8
2019	EB6F	EB16	F2E9
2020	ED54	EE3B	F2EA
2021	EE4B	EB71	F2EB
2022	EB02	EC7D	F2EC
2023	EB70	EB11	F2ED
2024	EB28	EE32	F2EE
2025	EFFB	EB0F	F2EF
2026	EB0D	F028	F2F0
2027	EBC8	EB3D	F2F1
2028	EB23	EB0D	F2F2
2029	EB63	EB1F	F2F3
2030	EB52	F02B	F2F4
2031	EBA5	EB15	F2F5
2032	EB5E	EFD8	F2F6
2033	EB09	EB7E	F2F7
2034	EB4C	F2E0	F2F8
2035	EDDE	EB91	F2F9
2036	EB39	EB1A	F2FA
2037	EB5E	EB4C	F2FB
2038	EF44	EB2C	F2FC
2039	EB40	EB4B	F2FD
2040	EB96	EF36	F2FE
2041	EC94	EB22	F2FF
2042	EB28	EBB2	F300
2043	EB29	EBE9	F301
2044	EB08	EF73	F302
2045	EB43	EB16	F303
2046	EB64	EB3A	F304
2047	EB45	EDB6	F305
2048	EC49	EB08	F306
2049	EEAD	EC53	F307
2050	EB5A	EBD8	F308
2051	EB2F	EB2C	F309
2052	EC09	EB0F	F30A
2053	EB13	EB48	F30B
2054	EB58	EB13	F30C
2055	EB47	EEC1	F30D
2056	EC8F	EB0D	F30E
2057	EB0D	EB6A	F30F
2058	EE37	EBC4	F310
2059	EBCA	EB8A	F311
2060	ECCC	EB11	F312
2061	EB6E	EB16	F313
2062	EBCE	EF1F	F314
2063	EB31	EB0E	F315
2064	EB0A	ECDF	F316
2065	EEFD	EBAA	F317
2066	EEA3	EB1C	F318
2067	EBA4	EB7E	F319
2068	EE37	EB86	F31A
2069	EB6A	EB13	F31B
2070	EB0C	EF00	F31C
2071	EB0A	EC5F	F31D
2072	EB44	EBB7	F31E
2073	EFF8	EB23	F31F
2074	EECE	ED4E	F320
2075	EB16	EDD9	F321
2076	EB46	EB8A	F322
2077	EC4E	EB3B	F323
2078	EB1A	EB49	F324
2079	EB39	EE99	F325
2080	EB13	ED47	F326
2081	ECC4	EB37	F327
2082	EB13	EB3C	F328
2083	ECC8	EBD5	F329
2084	EB65	EF7D	F32A
2085	F01B	EB12	F32B
2086	EB4D	EC34	F32C
2087	EC75	EC12	F32D
2088	EB11	EB23	F32E
2089	EB24	EB41	F32F
2090	EB06	EBD7	F330
2091	EB20	EB60	F331
2092	EC4B	EDCB	F332
2093	EB05	EBA6	F333
2094	EB4A	EB8A	F334
2095	EB2B	EB0F	F335
2096	EB3F	ED82	F336
2097	EB33	EB17	F337
2098	EB10	EB73	F338
2099	EB19	EC34	F339
2100	EC86	EF41	F33A
2101	EBE3	EEC5	F33B
2102	EB28	ED9D	F33C
2103	ED38	EDB1	F33D
2104	EB86	EB95	F33E
2105	EBAA	EB09	F33F
2106	EB06	EB15	F340
2107	EBB9	EB2C	F341
2108	EB06	EB0E	F342
2109	EC6C	EB10	F343
2110	EBC9	EB0D	F344
2111	EB5A	EB31	F345
2112	EB02	EB34	F346
2113	EB40	EBD0	F347
2114	EC30	ED2D	F348
2115	EFDC	EB14	F349
2116	EB09	EC13	F34A
2117	EBDD	EB22	F34B
2118	EB01	EB0E	F34C
2119	EB2C	ED51	F34D
2120	EB5C	EB0C	F34E
2121	EE03	EBFC	F34F
2122	EB16	EBB8	F350
2123	EB29	EB16	F351
2124	EB17	ED6C	F352
2125	EB43	EB0C	F353
2126	EB29	EB18	F354
2127	EB1A	EB2F	F355
2128	F21C	EB1C	F356
2129	EB15	F283	F357
2130	EB3F	EB10	F358
2131	EB35	EF1A	F359
2132	EB52	EB40	F35A
2133	EB2E	EC01	F35B
2134	ECF9	EB66	F35C
2135	EB2C	F19A	F35D
2136	EB7A	F145	F35E
2137	EF3C	EB4C	F35F
2138	EB05	EB74	F360
2139	EB18	EBAB	F361
2140	EB0A	EB73	F362
2141	EB0C	EB12	F363
2142	ED00	EB0B	F364
2143	EB1A	F03E	F365
2144	EB0E	EB26	F366
2145	EB1F	EBD6	F367
2146	EB28	EB5C	F368
2147	EB10	EB18	F369
2148	EE9C	EBFA	F36A
2149	EB2E	EB8E	F36B
2150	EB0E	EBEC	F36C
2151	EB09	EB2A	F36D
2152	EB4B	EE8C	F36E
2153	EB0B	EC8E	F36F
2154	EB4C	EB21	F370
2155	EC51	EEC2	F371
2156	EB4E	ECBE	F372
2157	EB4E	EB15	F373
2158	EB48	EC8A	F374
2159	EB38	EB06	F375
2160	EB0D	EFFD	F376
2161	EB75	EF55	F377
2162	EE6E	EB14	F378
2163	EFE3	EB84	F379
2164	EE43	EB08	F37A
2165	EB97	EE3B	F37B
2166	EDC2	EB09	F37C
2167	EFF7	EB3D	F37D
2168	EB0A	EC17	F37E
2169	EB16	EC43	F37F
2170	EE72	EB0D	F380
2171	EBA2	ECFB	F381
2172	EB81	EB37	F382
2173	EB29	EBD7	F383
2174	EB7B	ED30	F384
2175	EEA3	EB08	F385
2176	ED72	EB23	F386
2177	EB5D	EB11	F387
2178	EB96	EDC8	F388
2179	EB19	EC59	F389
2180	EB10	EB10	F38A
2181	EB05	EBDB	F38B
2182	EB27	EB22	F38C
2183	EBAD	EB8C	F38D
2184	EC2A	EB28	F38E
2185	EB20	EB10	F38F
2186	EC2F	EFB1	F390
2187	EB69	EB27	F391
2188	ECB1	EB1C	F392
2189	F242	EB0A	F393
2190	EB09	EB9B	F394
2191	EB39	EB11	F395
2192	EBCB	EB0F	F396
2193	EB14	EB0A	F397
2194	EBC8	EB2F	F398
2195	EB62	EB0D	F399
2196	EB09	EB30	F39A
2197	EB19	EB8B	F39B
2198	EB7A	EFEF	F39C
2199	F104	EB34	F39D
2200	EB58	EBB2	F39E
2201	EB19	EB25	F39F
2202	EB4D	ECAD	F3A0
2203	EB0B	EC17	F3A1
2204	ED69	EB77	F3A2
2205	EB06	EB16	F3A3
2206	EB13	F386	F3A4
2207	EB2B	EB13	F3A5
2208	EBA7	EB2A	F3A6
2209	EB8C	EDB6	F3A7
2210	EB0D	F02A	F3A8
2211	F07E	EB12	F3A9
2212	EE1D	EF8D	F3AA
2213	EFB9	EB55	F3AB
2214	EB2B	EB11	F3AC
2215	EB29	EB19	F3AD
2216	EB29	EF36	F3AE
2217	EC15	ED34	F3AF
2218	EB2B	EB1F	F3B0
2219	EBE6	EB12	F3B1
2220	EB0D	EBA9	F3B2
2221	EE33	EB13	F3B3
2222	EBC9	EB0F	F3B4
2223	EB9F	EB26	F3B5
2224	EB18	EB9C	F3B6
2225	EB08	EBD1	F3B7
2226	EBA5	EB08	F3B8
2227	EB10	EB3B	F3B9
2228	EB33	EB1A	F3BA
2229	EB52	EB09	F3BB
2230	EB90	EB0E	F3BC
2231	EB01	EBBE	F3BD
2232	EC8D	ECB7	F3BE
2233	EEC9	EC9C	F3BF
2234	EB48	EB10	F3C0
2235	EB36	F158	F3C1
2236	EB2B	EB06	F3C2
2237	EC40	EB0C	F3C3
2238	EB50	EB30	F3C4
2239	EB20	EE6A	F3C5
2240	F1F5	EB30	F3C6
2241	EBE4	EB31	F3C7
2242	EB1A	EB0B	F3C8
2243	EB6E	EB07	F3C9
2244	EFB2	ED2C	F3CA
2245	EBA0	EB19	F3CB
2246	EB5C	EB26	F3CC
2247	EB29	EB15	F3CD
2248	EB20	EBB1	F3CE
2249	EC32	EDA8	F3CF
2250	EB56	EB08	F3D0
2251	EB5E	EB08	F3D1
2252	EB4A	EBEC	F3D2
2253	ED3F	ED89	F3D3
2254	EB65	ED55	F3D4
2255	EB1A	EB9F	F3D5
2256	F2E3	EF1E	F3D6
2257	EBB5	EB0F	F3D7
2258	EB77	EEC8	F3D8
2259	EB96	EB4B	F3D9
2260	EE2B	EB1A	F3DA
2261	EB48	EB76	F3DB
2262	EB17	EE97	F3DC
2263	EB3F	EEB7	F3DD
2264	EBF8	EB26	F3DE
2265	EB33	EB15	F3DF
2266	ECE0	EC2C	F3E0
2267	ED54	EEB6	F3E1
2268	EB14	EBE9	F3E2
2269	EB08	EB9B	F3E3
2270	EB92	EB8A	F3E4
2271	EB08	EBB5	F3E5
2272	EB20	ECA3	F3E6
2273	EFB2	EB01	F3E7
2274	ED5F	EB4E	F3E8
2275	EE83	EB1F	F3E9
2276	ED18	EF38	F3EA
2277	EB2A	ED5C	F3EB
2278	ED87	EB23	F3EC
2279	EB72	F0FE	F3ED
2280	EB36	EB2F	F3EE
2281	EB77	EB8E	F3EF
2282	F001	EB31	F3F0
2283	ED7F	EB12	F3F1
2284	EB0A	F083	F3F2
2285	EB36	ECFB	F3F3
2286	EB09	EB60	F3F4
2287	ED09	EBAC	F3F5
2288	EB09	EE82	F3F6
2289	EB02	EED0	F3F7
2290	EE7D	ECA0	F3F8
2291	EB0B	EDBD	F3F9
2292	EBB4	EB13	F3FA
2293	EB09	EB90	F3FB
2294	EB52	F292	F3FC
2295	EB1D	EB07	F3FD
2296	EB15	EB10	F3FE
2297	EB20	EB48	F3FF
2298	EB09	EB40	F400
2299	F178	F196	F401
2300	EB6C	EB0D	F402
2301	EB58	EB51	F403
2302	EB16	EB80	F404
2303	EB0C	F069	F405
2304	F257	EB0A	F406
2305	EB07	EBCC	F407
2306	EF49	EBD1	F408
2307	EBC2	ECDD	F409
2308	EB10	ECE2	F40A
2309	F3C3	EB0D	F40B
2310	EE39	EB12	F40C
2311	EFDC	EDEE	F40D
2312	EB44	EB13	F40E
2313	EB3F	EB76	F40F
2314	EB15	EB0F	F410
2315	EC14	EB0F	F411
2316	EB36	EB1B	F412
2317	EB15	EBBF	F413
2318	EB87	EC4A	F414
2319	EB5C	EB12	F415
2320	EB65	EB08	F416
2321	EB11	F059	F417
2322	EBA2	EB0C	F418
2323	EE29	EC61	F419
2324	EB87	EE24	F41A
2325	EDB5	EFBB	F41B
2326	EFF7	ED82	F41C
2327	EB88	EDE4	F41D
2328	EB46	EBAF	F41E
2329	EB0D	ED9F	F41F
2330	EB09	EBB1	F420
2331	EB99	EB47	F421
2332	EB64	EC44	F422
2333	EC76	EBD3	F423
2334	EB17	ECF1	F424
2335	EB13	EB61	F425
2336	EF3E	EB89	F426
2337	EB57	EB0F	F427
2338	EB10	EBAB	F428
2339	EFC3	EBE9	F429
2340	EF0C	F336	F42A
2341	ED62	EBD7	F42B
2342	EB2F	EB18	F42C
2343	F0A5	EC64	F42D
2344	EBA5	EDE6	F42E
2345	EB0A	EB3C	F42F
2346	EB0C	ED14	F430
2347	EB0D	EDE0	F431
2348	EB10	EB9F	F432
2349	EF86	EB1D	F433
2350	EB1E	EEC3	F434
2351	EC22	EC2E	F435
2352	EC85	ED3E	F436
2353	EB38	F07A	F437
2354	EB4D	ECBD	F438
2355	EBBA	EB10	F439
2356	ED98	EB25	F43A
2357	EBA2	EB15	F43B
2358	EB2D	F050	F43C
2359	EC8B	EB21	F43D
2360	EB32	EB21	F43E
2361	EB11	EB0A	F43F
2362	EF5E	F3E2	F440
2363	EEA9	EC52	F441
2364	EB9F	EB18	F442
2365	EB43	EC06	F443
2366	F04B	EB84	F444
2367	EB46	EB12	F445
2368	EC13	EB13	F446
2369	EB2D	EE8E	F447
2370	EB0E	EBB8	F448
2371	EB64	EBF5	F449
2372	EB09	EB18	F44A
2373	EB57	EBB8	F44B
2374	EBBB	EB1B	F44C
2375	EB70	EB0C	F44D
2376	EB7A	EB16	F44E
2377	EC27	EB21	F44F
2378	EB24	EB30	F450
2379	EE34	EB10	F451
2380	EB50	EB0A	F452
2381	EB16	EB0C	F453
2382	EB1A	EB23	F454
2383	EB4A	EB53	F455
2384	EB1F	EB14	F456
2385	EB30	EB8B	F457
2386	EB12	ED4B	F458
2387	EB33	ED55	F459
2388	EB0A	EC8F	F45A
2389	EB10	EB9C	F45B
2390	F0E8	ECAC	F45C
2391	EB12	F073	F45D
2392	EB07	EC00	F45E
2393	EB0D	EBB5	F45F
2394	EB18	EBDB	F460
2395	EB1F	EB47	F461
2396	EB5E	EB28	F462
2397	ED1B	EB12	F463
2398	EE43	EB1C	F464
2399	EB97	EEB6	F465
2400	EB07	ECC9	F466
2401	EB30	EB2D	F467
2402	EB19	EE5A	F468
2403	EB65	EDB2	F469
2404	EB20	EB5A	F46A
2405	F13E	EB0F	F46B
2406	EB02	EB74	F46C
2407	EB19	EF45	F46D
2408	EB06	EB29	F46E
2409	EB12	EC41	F46F
2410	F037	ED2B	F470
2411	EB9D	EB2C	F471
2412	EB13	EB42	F472
2413	EBC8	EB34	F473
2414	EB7B	EB0F	F474
2415	EB07	EB93	F475
2416	EB4B	EB3C	F476
2417	F003	EC21	F477
2418	EB00	EC03	F478
2419	EB38	EB61	F479
2420	EB7F	EBAC	F47A
2421	EEEF	EBB2	F47B
2422	EF13	EB08	F47C
2423	ECE1	EB31	F47D
2424	ED4D	EC52	F47E
2425	EB1E	EBF7	F47F
2426	EF74	ECBB	F480
2427	ED0D	EB21	F481
2428	EB60	EB32	F482
2429	ECA2	EBD8	F483
2430	EF0C	EFD6	F484
2431	EE20	ED85	F485
2432	EB26	EB1C	F486
2433	EB2D	EBF1	F487
2434	EB57	EC7A	F488
2435	F322	EB0C	F489
2436	EFC1	EB31	F48A
2437	EB0D	EBC9	F48B
2438	EB37	EB13	F48C
2439	EB16	EB42	F48D
2440	EB28	ECC3	F48E
2441	EB09	EC28	F48F
2442	EB72	EBB0	F490
2443	EB1E	ECDD	F491
2444	EB1A	EB24	F492
2445	EB20	EC10	F493
2446	EB0A	EE18	F494
2447	EC92	EB14	F495
2448	ED60	ED85	F496
2449	EB09	EB69	F497
2450	EB07	EB69	F498
2451	EBD8	EB26	F499
2452	ECD9	EF08	F49A
2453	EB39	EB14	F49B
2454	EC63	EB61	F49C
2455	EB7F	EB1A	F49D
2456	EB10	EBC1	F49E
2457	EBBD	F00E	F49F
2458	F023	EB21	F4A0
2459	EB3A	EB0F	F4A1
2460	EB10	F11B	F4A2
2461	ECF4	F36C	F4A3
2462	EB10	EB4A	F4A4
2463	EB11	EB16	F4A5
2464	EC1B	EFB1	F4A6
2465	EB31	EB11	F4A7
2466	EB07	EB18	F4A8
2467	EC85	F1A4	F4A9
2468	EB10	F0C6	F4AA
2469	EB08	F142	F4AB
2470	EB30	EBF4	F4AC
2471	EB35	EE0B	F4AD
2472	EB33	EB14	F4AE
2473	EC3B	F2AC	F4AF
2474	EE5C	EB0B	F4B0
2475	EB6D	EB02	F4B1
2476	EBB7	F080	F4B2
2477	EBB6	EB21	F4B3
2478	EB09	ED5B	F4B4
2479	EB11	EB3F	F4B5
2480	EB24	ECD5	F4B6
2481	EC2B	EB23	F4B7
2482	EDC0	EB2C	F4B8
2483	EB09	EB83	F4B9
2484	EB09	EF28	F4BA
2485	EC1B	EBE8	F4BB
2486	EB09	F0A6	F4BC
2487	EB7A	EB24	F4BD
2488	EF35	EBB9	F4BE
2489	EE9C	EC90	F4BF
2490	EB17	EB25	F4C0
2491	EB09	EF2B	F4C1
2492	EB20	F187	F4C2
2493	EB14	EB16	F4C3
2494	EB44	EB28	F4C4
2495	EBDE	EDF9	F4C5
2496	ECFF	ED91	F4C6
2497	EB12	EDF2	F4C7
2498	EB52	ED4B	F4C8
2499	EB0E	EB22	F4C9
2500	EB6E	EB1B	F4CA
2501	EB87	EDBC	F4CB
2502	EF1E	EB19	F4CC
2503	EB46	EB18	F4CD
2504	EB8B	EB12	F4CE
2505	EB0A	EB61	F4CF
2506	EB14	EBA1	F4D0
2507	EB17	EBCB	F4D1
2508	EB4D	EBC5	F4D2
2509	EB65	ECDE	F4D3
2510	F08C	EC9C	F4D4
2511	F06A	EB8A	F4D5
2512	F0D7	EECA	F4D6
2513	EB0C	EBB4	F4D7
2514	EB2A	ECDF	F4D8
2515	EB12	EB32	F4D9
2516	EB20	ED9C	F4DA
2517	EB1B	EB14	F4DB
2518	EB5D	EB61	F4DC
2519	EB35	F03B	F4DD
2520	EB17	EB5B	F4DE
2521	EB60	EC7F	F4DF
2522	EC92	EC53	F4E0
2523	EB3B	EB1C	F4E1
2524	EB0C	EC4D	F4E2
2525	EB1D	F034	F4E3
2526	EB59	EBE9	F4E4
2527	EB2C	EB31	F4E5
2528	F2CD	EDFD	F4E6
2529	EB59	EB08	F4E7
2530	F141	EFED	F4E8
2531	EB0B	ECFB	F4E9
2532	F058	EB26	F4EA
2533	EB36	ED0B	F4EB
2534	EB0D	EE04	F4EC
2535	F0E7	EC4D	F4ED
2536	EC0B	EB8A	F4EE
2537	EB0A	EE85	F4EF
2538	EB19	F06D	F4F0
2539	F137	EB1C	F4F1
2540	EB10	EDBB	F4F2
2541	F3D6	EB14	F4F3
2542	EB2F	EB21	F4F4
2543	F192	EB10	F4F5
2544	EB35	EB11	F4F6
2545	EB6C	EB08	F4F7
2546	EBA8	EBBF	F4F8
2547	EB16	EDA8	F4F9
2548	EB49	EC4A	F4FA
2549	EBC2	ED81	F4FB
2550	EB39	EB21	F4FC
2551	EB35	EB2D	F4FD
2552	EB80	EB0C	F4FE
2553	EB33	EB12	F4FF
2554	EC15	EB8E	F500
2555	EB24	EC70	F501
2556	EB18	EB23	F502
2557	EB81	EB49	F503
2558	EB0D	ED10	F504
2559	EEFD	EBFA	F505
2560	EB44	EB29	F506
2561	EB81	EB2A	F507
2562	EC1E	EB25	F508
2563	EB35	EB80	F509
2564	EC49	EB21	F50A
2565	EB84	EB21	F50B
2566	EF08	EB1C	F50C
2567	EB28	EBEF	F50D
2568	EB1A	EB58	F50E
2569	EB46	ECBE	F50F
2570	EB08	EEDB	F510
2571	EB12	EB34	F511
2572	EEAB	EB31	F512
2573	EB10	EBF2	F513
2574	EC85	F40B	F514
2575	EB14	EDCD	F515
2576	EB2D	EB08	F516
2577	EE28	EB0D	F517
2578	EB27	EB15	F518
2579	EB0A	EB31	F519
2580	EB06	EB30	F51A
2581	EC1B	EC5C	F51B
2582	EB90	EBBC	F51C
2583	F0FB	EBFC	F51D
2584	EB09	EB61	F51E
2585	F460	EB11	F51F
2586	EB1E	EB29	F520
2587	F000	EE6B	F521
2588	EC7B	EB12	F522
2589	EF81	EC53	F523
2590	EC06	EB55	F524
2591	EB85	EB08	F525
2592	F05E	EB15	F526
2593	EB4B	ECB7	F527
2594	EB36	EB32	F528
2595	EB16	EB15	F529
2596	EB4B	EB10	F52A
2597	EB1D	EBEC	F52B
2598	F156	EB40	F52C
2599	EB16	EB8B	F52D
2600	EB19	EC5A	F52E
2601	EC32	EC57	F52F
2602	EB6E	EB11	F530
2603	EB81	EDB9	F531
2604	EB56	EB12	F532
2605	EB50	EB10	F533
2606	EB54	F0A2	F534
2607	EBAA	EB4C	F535
2608	EBFE	EB0B	F536
2609	EB5D	ECBF	F537
2610	EB50	EB32	F538
2611	EB08	EB23	F539
2612	EC35	EBC5	F53A
2613	EC11	EB61	F53B
2614	EB8C	EB10	F53C
2615	EB27	EBD7	F53D
2616	ED92	EEC8	F53E
2617	EB33	EB0E	F53F
2618	EBD8	EB2C	F540
2619	EB7C	EB08	F541
2620	EB4B	EB8B	F542
2621	EB5D	ED2C	F543
2622	F20C	EB1C	F544
2623	F113	EC41	F545
2624	ED56	EF9E	F546
2625	EB07	F00E	F547
2626	EB00	EBD8	F548
2627	EB40	EDCC	F549
2628	EC03	EBD8	F54A
2629	ED57	EB2A	F54B
2630	F4B1	EB08	F54C
2631	EC0E	F36B	F54D
2632	EB20	EB78	F54E
2633	EC1D	ED28	F54F
2634	EB65	EF1A	F550
2635	EB97	EB2C	F551
2636	EB07	EDB3	F552
2637	EB05	EB25	F553
2638	EB9E	EB31	F554
2639	EB3A	EBD9	F555
2640	EC06	EFA7	F556
2641	F095	EBD1	F557
2642	EB6C	EE10	F558
2643	EB00	EB0E	F559
2644	ED3A	EB58	F55A
2645	ED50	EB3D	F55B
2646	F14E	ECD4	F55C
2647	EE3F	EB1C	F55D
2648	EB4C	EB07	F55E
2649	EB17	EB32	F55F
2650	EC77	EBD1	F560
2651	EB1B	EB83	F561
2652	EBA9	EB31	F562
2653	EB60	EB76	F563
2654	EB73	EB1C	F564
2655	EB43	F215	F565
2656	EB17	F02C	F566
2657	EE50	EB10	F567
2658	EC5D	EB16	F568
2659	EB19	EB74	F569
2660	EB20	EBE6	F56A
2661	EC96	EB31	F56B
2662	EB20	EC97	F56C
2663	ED24	EB1C	F56D
2664	EB9A	EBFB	F56E
2665	EB16	EB8A	F56F
2666	EB33	EB3F	F570
2667	EB13	EB0A	F571
