character	code_hex	rank	freq
섨	EA05 EA02 EA58	8871	1
섩	EA06 EA02 EA58	8872	1
섫	EA07 EA02 EA58	8873	1
섮	EA08 EA02 EA58	8874	1
섲	EA09 EA02 EA58	8875	1
섴	EA0A EA02 EA58	8876	1
섾	EA00 EA03 EA58	8877	1
셁	EA01 EA03 EA58	8878	1
셂	EA02 EA03 EA58	8879	1
셃	EA03 EA03 EA58	8880	1
셄	EA04 EA03 EA58	8881	1
셅	EA05 EA03 EA58	8882	1
셇	EA06 EA03 EA58	8883	1
셏	EA07 EA03 EA58	8884	1
셗	EA08 EA03 EA58	8885	1
셙	EA09 EA03 EA58	8886	1
셝	EA0A EA03 EA58	8887	1
셢	EA00 EA04 EA58	8888	1
셦	EA01 EA04 EA58	8889	1
셪	EA02 EA04 EA58	8890	1
셫	EA03 EA04 EA58	8891	1
셮	EA04 EA04 EA58	8892	1
셯	EA05 EA04 EA58	8893	1
셲	EA06 EA04 EA58	8894	1
셳	EA07 EA04 EA58	8895	1
셺	EA08 EA04 EA58	8896	1
셻	EA09 EA04 EA58	8897	1
셼	EA0A EA04 EA58	8898	1
셾	EA00 EA05 EA58	8899	1
솂	EA01 EA05 EA58	8900	1
솄	EA02 EA05 EA58	8901	1
솈	EA03 EA05 EA58	8902	1
솉	EA04 EA05 EA58	8903	1
솋	EA05 EA05 EA58	8904	1
솏	EA06 EA05 EA58	8905	1
솑	EA07 EA05 EA58	8906	1
솕	EA08 EA05 EA58	8907	1
솘	EA09 EA05 EA58	8908	1
솙	EA0A EA05 EA58	8909	1
솚	EA00 EA06 EA58	8910	1
솠	EA01 EA06 EA58	8911	1
솢	EA02 EA06 EA58	8912	1
솣	EA03 EA06 EA58	8913	1
솤	EA04 EA06 EA58	8914	1
솩	EA05 EA06 EA58	8915	1
솫	EA06 EA06 EA58	8916	1
솱	EA07 EA06 EA58	8917	1
솳	EA08 EA06 EA58	8918	1
솵	EA09 EA06 EA58	8919	1
솶	EA0A EA06 EA58	8920	1
솸	EA00 EA07 EA58	8921	1
솹	EA01 EA07 EA58	8922	1
솼	EA02 EA07 EA58	8923	1
솿	EA03 EA07 EA58	8924	1
쇀	EA04 EA07 EA58	8925	1
쇁	EA05 EA07 EA58	8926	1
쇂	EA06 EA07 EA58	8927	1
쇇	EA07 EA07 EA58	8928	1
쇈	EA08 EA07 EA58	8929	1
쇊	EA09 EA07 EA58	8930	1
쇌	EA0A EA07 EA58	8931	1
쇍	EA00 EA08 EA58	8932	1
쇎	EA01 EA08 EA58	8933	1
쇐	EA02 EA08 EA58	8934	1
쇓	EA03 EA08 EA58	8935	1
쇔	EA04 EA08 EA58	8936	1
쇗	EA05 EA08 EA58	8937	1
쇘	EA06 EA08 EA58	8938	1
쇙	EA07 EA08 EA58	8939	1
쇜	EA08 EA08 EA58	8940	1
쇝	EA09 EA08 EA58	8941	1
쇟	EA0A EA08 EA58	8942	1
쇦	EA00 EA09 EA58	8943	1
쇧	EA01 EA09 EA58	8944	1
쇩	EA02 EA09 EA58	8945	1
쇫	EA03 EA09 EA58	8946	1
쇬	EA04 EA09 EA58	8947	1
쇯	EA05 EA09 EA58	8948	1
쇰	EA06 EA09 EA58	8949	1
쇱	EA07 EA09 EA58	8950	1
쇲	EA08 EA09 EA58	8951	1
쇴	EA09 EA09 EA58	8952	1
쇶	EA0A EA09 EA58	8953	1
쇷	EA00 EA0A EA58	8954	1
쇹	EA01 EA0A EA58	8955	1
쇺	EA02 EA0A EA58	8956	1
쇿	EA03 EA0A EA58	8957	1
숃	EA04 EA0A EA58	8958	1
숅	EA05 EA0A EA58	8959	1
숆	EA06 EA0A EA58	8960	1
숇	EA07 EA0A EA58	8961	1
숋	EA08 EA0A EA58	8962	1
숐	EA09 EA0A EA58	8963	1
숒	EA0A EA0A EA58	8964	1
숓	EA00 EA00 EA59	8965	1
숔	EA01 EA00 EA59	8966	1
숕	EA02 EA00 EA59	8967	1
숛	EA03 EA00 EA59	8968	1
숞	EA04 EA00 EA59	8969	1
숡	EA05 EA00 EA59	8970	1
숢	EA06 EA00 EA59	8971	1
숣	EA07 EA00 EA59	8972	1
숬	EA08 EA00 EA59	8973	1
숰	EA09 EA00 EA59	8974	1
숳	EA0A EA00 EA59	8975	1
숶	EA00 EA01 EA59	8976	1
숷	EA01 EA01 EA59	8977	1
숿	EA02 EA01 EA59	8978	1
쉁	EA03 EA01 EA59	8979	1
쉂	EA04 EA01 EA59	8980	1
쉃	EA05 EA01 EA59	8981	1
쉄	EA06 EA01 EA59	8982	1
쉅	EA07 EA01 EA59	8983	1
쉆	EA08 EA01 EA59	8984	1
쉊	EA09 EA01 EA59	8985	1
쉌	EA0A EA01 EA59	8986	1
쉍	EA00 EA02 EA59	8987	1
쉎	EA01 EA02 EA59	8988	1
쉒	EA02 EA02 EA59	8989	1
쉓	EA03 EA02 EA59	8990	1
쉕	EA04 EA02 EA59	8991	1
쉛	EA05 EA02 EA59	8992	1
쉜	EA06 EA02 EA59	8993	1
쉞	EA07 EA02 EA59	8994	1
쉟	EA08 EA02 EA59	8995	1
쉢	EA09 EA02 EA59	8996	1
쉤	EA0A EA02 EA59	8997	1
쉧	EA00 EA03 EA59	8998	1
쉪	EA01 EA03 EA59	8999	1
쉫	EA02 EA03 EA59	9000	1
쉮	EA03 EA03 EA59	9001	1
쉯	EA04 EA03 EA59	9002	1
쉱	EA05 EA03 EA59	9003	1
쉲	EA06 EA03 EA59	9004	1
쉳	EA07 EA03 EA59	9005	1
쉷	EA08 EA03 EA59	9006	1
쉹	EA09 EA03 EA59	9007	1
쉺	EA0A EA03 EA59	9008	1
쉻	EA00 EA04 EA59	9009	1
쉾	EA01 EA04 EA59	9010	1
슃	EA02 EA04 EA59	9011	1
슄	EA03 EA04 EA59	9012	1
슇	EA04 EA04 EA59	9013	1
슊	EA05 EA04 EA59	9014	1
슋	EA06 EA04 EA59	9015	1
슏	EA07 EA04 EA59	9016	1
슑	EA08 EA04 EA59	9017	1
슒	EA09 EA04 EA59	9018	1
슓	EA0A EA04 EA59	9019	1
슔	EA00 EA05 EA59	9020	1
슕	EA01 EA05 EA59	9021	1
슠	EA02 EA05 EA59	9022	1
슡	EA03 EA05 EA59	9023	1
슢	EA04 EA05 EA59	9024	1
슧	EA05 EA05 EA59	9025	1
슩	EA06 EA05 EA59	9026	1
슪	EA07 EA05 EA59	9027	1
슲	EA08 EA05 EA59	9028	1
슺	EA09 EA05 EA59	9029	1
슿	EA0A EA05 EA59	9030	1
싃	EA00 EA06 EA59	9031	1
싈	EA01 EA06 EA59	9032	1
싋	EA02 EA06 EA59	9033	1
싌	EA03 EA06 EA59	9034	1
싎	EA04 EA06 EA59	9035	1
싏	EA05 EA06 EA59	9036	1
싓	EA06 EA06 EA59	9037	1
싔	EA07 EA06 EA59	9038	1
싗	EA08 EA06 EA59	9039	1
싘	EA09 EA06 EA59	9040	1
싛	EA0A EA06 EA59	9041	1
싟	EA00 EA07 EA59	9042	1
싥	EA01 EA07 EA59	9043	1
싧	EA02 EA07 EA59	9044	1
싨	EA03 EA07 EA59	9045	1
싰	EA04 EA07 EA59	9046	1
싳	EA05 EA07 EA59	9047	1
싴	EA06 EA07 EA59	9048	1
싷	EA07 EA07 EA59	9049	1
싺	EA08 EA07 EA59	9050	1
쌁	EA09 EA07 EA59	9051	1
쌂	EA0A EA07 EA59	9052	1
쌃	EA00 EA08 EA59	9053	1
쌅	EA01 EA08 EA59	9054	1
쌆	EA02 EA08 EA59	9055	1
쌇	EA03 EA08 EA59	9056	1
쌊	EA04 EA08 EA59	9057	1
쌏	EA05 EA08 EA59	9058	1
쌑	EA06 EA08 EA59	9059	1
쌒	EA07 EA08 EA59	9060	1
쌚	EA08 EA08 EA59	9061	1
쌟	EA09 EA08 EA59	9062	1
쌠	EA0A EA08 EA59	9063	1
쌣	EA00 EA09 EA59	9064	1
쌧	EA01 EA09 EA59	9065	1
쌪	EA02 EA09 EA59	9066	1
쌬	EA03 EA09 EA59	9067	1
쌭	EA04 EA09 EA59	9068	1
쌯	EA05 EA09 EA59	9069	1
쌱	EA06 EA09 EA59	9070	1
쌷	EA07 EA09 EA59	9071	1
쌸	EA08 EA09 EA59	9072	1
쌻	EA09 EA09 EA59	9073	1
쌽	EA0A EA09 EA59	9074	1
썂	EA00 EA0A EA59	9075	1
썃	EA01 EA0A EA59	9076	1
썇	EA02 EA0A EA59	9077	1
썈	EA03 EA0A EA59	9078	1
썋	EA04 EA0A EA59	9079	1
썐	EA05 EA0A EA59	9080	1
썒	EA06 EA0A EA59	9081	1
썔	EA07 EA0A EA59	9082	1
썘	EA08 EA0A EA59	9083	1
썜	EA09 EA0A EA59	9084	1
썝	EA0A EA0A EA59	9085	1
썞	EA00 EA00 EA5B	9086	1
썠	EA01 EA00 EA5B	9087	1
썡	EA02 EA00 EA5B	9088	1
썦	EA03 EA00 EA5B	9089	1
썫	EA04 EA00 EA5B	9090	1
썮	EA05 EA00 EA5B	9091	1
썲	EA06 EA00 EA5B	9092	1
썵	EA07 EA00 EA5B	9093	1
썶	EA08 EA00 EA5B	9094	1
썷	EA09 EA00 EA5B	9095	1
썾	EA0A EA00 EA5B	9096	1
썿	EA00 EA01 EA5B	9097	1
쎃	EA01 EA01 EA5B	9098	1
쎉	EA02 EA01 EA5B	9099	1
쎊	EA03 EA01 EA5B	9100	1
쎍	EA04 EA01 EA5B	9101	1
쎎	EA05 EA01 EA5B	9102	1
쎏	EA06 EA01 EA5B	9103	1
쎑	EA07 EA01 EA5B	9104	1
쎓	EA08 EA01 EA5B	9105	1
쎕	EA09 EA01 EA5B	9106	1
쎗	EA0A EA01 EA5B	9107	1
쎙	EA00 EA02 EA5B	9108	1
쎛	EA01 EA02 EA5B	9109	1
쎜	EA02 EA02 EA5B	9110	1
쎝	EA03 EA02 EA5B	9111	1
쎞	EA04 EA02 EA5B	9112	1
쎟	EA05 EA02 EA5B	9113	1
쎡	EA06 EA02 EA5B	9114	1
쎣	EA07 EA02 EA5B	9115	1
쎤	EA08 EA02 EA5B	9116	1
쎥	EA09 EA02 EA5B	9117	1
쎧	EA0A EA02 EA5B	9118	1
쎨	EA00 EA03 EA5B	9119	1
쎪	EA01 EA03 EA5B	9120	1
쎬	EA02 EA03 EA5B	9121	1
쎭	EA03 EA03 EA5B	9122	1
쎰	EA04 EA03 EA5B	9123	1
쎱	EA05 EA03 EA5B	9124	1
쎲	EA06 EA03 EA5B	9125	1
쎹	EA07 EA03 EA5B	9126	1
쎺	EA08 EA03 EA5B	9127	1
쎻	EA09 EA03 EA5B	9128	1
쎼	EA0A EA03 EA5B	9129	1
쎿	EA00 EA04 EA5B	9130	1
쏁	EA01 EA04 EA5B	9131	1
쏂	EA02 EA04 EA5B	9132	1
쏃	EA03 EA04 EA5B	9133	1
쏈	EA04 EA04 EA5B	9134	1
쏉	EA05 EA04 EA5B	9135	1
쏊	EA06 EA04 EA5B	9136	1
쏌	EA07 EA04 EA5B	9137	1
쏍	EA08 EA04 EA5B	9138	1
쏏	EA09 EA04 EA5B	9139	1
쏐	EA0A EA04 EA5B	9140	1
쏒	EA00 EA05 EA5B	9141	1
쏓	EA01 EA05 EA5B	9142	1
쏔	EA02 EA05 EA5B	9143	1
쏚	EA03 EA05 EA5B	9144	1
쏛	EA04 EA05 EA5B	9145	1
쏝	EA05 EA05 EA5B	9146	1
쏢	EA06 EA05 EA5B	9147	1
쏥	EA07 EA05 EA5B	9148	1
쏦	EA08 EA05 EA5B	9149	1
쏧	EA09 EA05 EA5B	9150	1
쏪	EA0A EA05 EA5B	9151	1
쏮	EA00 EA06 EA5B	9152	1
쏯	EA01 EA06 EA5B	9153	1
쏵	EA02 EA06 EA5B	9154	1
쏶	EA03 EA06 EA5B	9155	1
쏻	EA04 EA06 EA5B	9156	1
쏾	EA05 EA06 EA5B	9157	1
쐀	EA06 EA06 EA5B	9158	1
쐁	EA07 EA06 EA5B	9159	1
쐃	EA08 EA06 EA5B	9160	1
쐄	EA09 EA06 EA5B	9161	1
쐅	EA0A EA06 EA5B	9162	1
쐇	EA00 EA07 EA5B	9163	1
쐉	EA01 EA07 EA5B	9164	1
쐋	EA02 EA07 EA5B	9165	1
쐍	EA03 EA07 EA5B	9166	1
쐏	EA04 EA07 EA5B	9167	1
쐒	EA05 EA07 EA5B	9168	1
쐓	EA06 EA07 EA5B	9169	1
쐔	EA07 EA07 EA5B	9170	1
쐘	EA08 EA07 EA5B	9171	1
쐙	EA09 EA07 EA5B	9172	1
쐝	EA0A EA07 EA5B	9173	1
쐞	EA00 EA08 EA5B	9174	1
쐟	EA01 EA08 EA5B	9175	1
쐠	EA02 EA08 EA5B	9176	1
쐢	EA03 EA08 EA5B	9177	1
쐣	EA04 EA08 EA5B	9178	1
쐤	EA05 EA08 EA5B	9179	1
쐥	EA06 EA08 EA5B	9180	1
쐦	EA07 EA08 EA5B	9181	1
쐧	EA08 EA08 EA5B	9182	1
쐨	EA09 EA08 EA5B	9183	1
쐩	EA0A EA08 EA5B	9184	1
쐫	EA00 EA09 EA5B	9185	1
쐮	EA01 EA09 EA5B	9186	1
쐯	EA02 EA09 EA5B	9187	1
쐱	EA03 EA09 EA5B	9188	1
쐲	EA04 EA09 EA5B	9189	1
쐳	EA05 EA09 EA5B	9190	1
쐵	EA06 EA09 EA5B	9191	1
쐶	EA07 EA09 EA5B	9192	1
쐷	EA08 EA09 EA5B	9193	1
쐹	EA09 EA09 EA5B	9194	1
쐻	EA0A EA09 EA5B	9195	1
쐾	EA00 EA0A EA5B	9196	1
쑀	EA01 EA0A EA5B	9197	1
쑁	EA02 EA0A EA5B	9198	1
쑃	EA03 EA0A EA5B	9199	1
쑇	EA04 EA0A EA5B	9200	1
쑉	EA05 EA0A EA5B	9201	1
쑊	EA06 EA0A EA5B	9202	1
쑏	EA07 EA0A EA5B	9203	1
쑑	EA08 EA0A EA5B	9204	1
쑒	EA09 EA0A EA5B	9205	1
쑓	EA0A EA0A EA5B	9206	1
쑕	EA00 EA00 EA5C	9207	1
쑖	EA01 EA00 EA5C	9208	1
쑗	EA02 EA00 EA5C	9209	1
쑘	EA03 EA00 EA5C	9210	1
쑙	EA04 EA00 EA5C	9211	1
쑞	EA05 EA00 EA5C	9212	1
쑢	EA06 EA00 EA5C	9213	1
쑦	EA07 EA00 EA5C	9214	1
쑧	EA08 EA00 EA5C	9215	1
쑪	EA09 EA00 EA5C	9216	1
쑫	EA0A EA00 EA5C	9217	1
쑭	EA00 EA01 EA5C	9218	1
쑮	EA01 EA01 EA5C	9219	1
쑳	EA02 EA01 EA5C	9220	1
쑺	EA03 EA01 EA5C	9221	1
쑼	EA04 EA01 EA5C	9222	1
쑿	EA05 EA01 EA5C	9223	1
쒁	EA06 EA01 EA5C	9224	1
쒂	EA07 EA01 EA5C	9225	1
쒃	EA08 EA01 EA5C	9226	1
쒄	EA09 EA01 EA5C	9227	1
쒅	EA0A EA01 EA5C	9228	1
쒆	EA00 EA02 EA5C	9229	1
쒉	EA01 EA02 EA5C	9230	1
쒊	EA02 EA02 EA5C	9231	1
쒍	EA03 EA02 EA5C	9232	1
쒐	EA04 EA02 EA5C	9233	1
쒗	EA05 EA02 EA5C	9234	1
쒘	EA06 EA02 EA5C	9235	1
쒚	EA07 EA02 EA5C	9236	1
쒛	EA08 EA02 EA5C	9237	1
쒝	EA09 EA02 EA5C	9238	1
쒟	EA0A EA02 EA5C	9239	1
쒠	EA00 EA03 EA5C	9240	1
쒢	EA01 EA03 EA5C	9241	1
쒤	EA02 EA03 EA5C	9242	1
쒦	EA03 EA03 EA5C	9243	1
쒧	EA04 EA03 EA5C	9244	1
쒨	EA05 EA03 EA5C	9245	1
쒬	EA06 EA03 EA5C	9246	1
쒭	EA07 EA03 EA5C	9247	1
쒯	EA08 EA03 EA5C	9248	1
쒰	EA09 EA03 EA5C	9249	1
쒱	EA0A EA03 EA5C	9250	1
쒳	EA00 EA04 EA5C	9251	1
쒴	EA01 EA04 EA5C	9252	1
쒵	EA02 EA04 EA5C	9253	1
쒶	EA03 EA04 EA5C	9254	1
쒷	EA04 EA04 EA5C	9255	1
쒹	EA05 EA04 EA5C	9256	1
쒺	EA06 EA04 EA5C	9257	1
쒻	EA07 EA04 EA5C	9258	1
쒼	EA08 EA04 EA5C	9259	1
쒾	EA09 EA04 EA5C	9260	1
쒿	EA0A EA04 EA5C	9261	1
쓀	EA00 EA05 EA5C	9262	1
쓁	EA01 EA05 EA5C	9263	1
쓂	EA02 EA05 EA5C	9264	1
쓅	EA03 EA05 EA5C	9265	1
쓆	EA04 EA05 EA5C	9266	1
쓋	EA05 EA05 EA5C	9267	1
쓌	EA06 EA05 EA5C	9268	1
쓏	EA07 EA05 EA5C	9269	1
쓓	EA08 EA05 EA5C	9270	1
쓔	EA09 EA05 EA5C	9271	1
쓕	EA0A EA05 EA5C	9272	1
쓖	EA00 EA06 EA5C	9273	1
쓗	EA01 EA06 EA5C	9274	1
쓘	EA02 EA06 EA5C	9275	1
쓚	EA03 EA06 EA5C	9276	1
쓛	EA04 EA06 EA5C	9277	1
쓜	EA05 EA06 EA5C	9278	1
쓝	EA06 EA06 EA5C	9279	1
쓞	EA07 EA06 EA5C	9280	1
쓥	EA08 EA06 EA5C	9281	1
쓦	EA09 EA06 EA5C	9282	1
쓨	EA0A EA06 EA5C	9283	1
쓩	EA00 EA07 EA5C	9284	1
쓫	EA01 EA07 EA5C	9285	1
쓭	EA02 EA07 EA5C	9286	1
쓮	EA03 EA07 EA5C	9287	1
쓯	EA04 EA07 EA5C	9288	1
쓳	EA05 EA07 EA5C	9289	1
쓵	EA06 EA07 EA5C	9290	1
쓷	EA07 EA07 EA5C	9291	1
쓹	EA08 EA07 EA5C	9292	1
쓻	EA09 EA07 EA5C	9293	1
쓾	EA0A EA07 EA5C	9294	1
씅	EA00 EA08 EA5C	9295	1
씆	EA01 EA08 EA5C	9296	1
씇	EA02 EA08 EA5C	9297	1
씎	EA03 EA08 EA5C	9298	1
씑	EA04 EA08 EA5C	9299	1
씒	EA05 EA08 EA5C	9300	1
씖	EA06 EA08 EA5C	9301	1
씗	EA07 EA08 EA5C	9302	1
씙	EA08 EA08 EA5C	9303	1
씚	EA09 EA08 EA5C	9304	1
씜	EA0A EA08 EA5C	9305	1
씞	EA00 EA09 EA5C	9306	1
씠	EA01 EA09 EA5C	9307	1
씡	EA02 EA09 EA5C	9308	1
씢	EA03 EA09 EA5C	9309	1
씣	EA04 EA09 EA5C	9310	1
씤	EA05 EA09 EA5C	9311	1
씦	EA06 EA09 EA5C	9312	1
씮	EA07 EA09 EA5C	9313	1
씳	EA08 EA09 EA5C	9314	1
씴	EA09 EA09 EA5C	9315	1
씺	EA0A EA09 EA5C	9316	1
씿	EA00 EA0A EA5C	9317	1
앀	EA01 EA0A EA5C	9318	1
앂	EA02 EA0A EA5C	9319	1
앃	EA03 EA0A EA5C	9320	1
앇	EA04 EA0A EA5C	9321	1
앐	EA05 EA0A EA5C	9322	1
앥	EA06 EA0A EA5C	9323	1
앦	EA07 EA0A EA5C	9324	1
앪	EA08 EA0A EA5C	9325	1
앫	EA09 EA0A EA5C	9326	1
앭	EA0A EA0A EA5C	9327	1
앮	EA00 EA00 EA5D	9328	1
앲	EA01 EA00 EA5D	9329	1
앶	EA02 EA00 EA5D	9330	1
앷	EA03 EA00 EA5D	9331	1
앺	EA04 EA00 EA5D	9332	1
앿	EA05 EA00 EA5D	9333	1
얁	EA06 EA00 EA5D	9334	1
얂	EA07 EA00 EA5D	9335	1
얋	EA08 EA00 EA5D	9336	1
얒	EA09 EA00 EA5D	9337	1
얛	EA0A EA00 EA5D	9338	1
얟	EA00 EA01 EA5D	9339	1
얠	EA01 EA01 EA5D	9340	1
얡	EA02 EA01 EA5D	9341	1
얢	EA03 EA01 EA5D	9342	1
얣	EA04 EA01 EA5D	9343	1
얤	EA05 EA01 EA5D	9344	1
얥	EA06 EA01 EA5D	9345	1
얦	EA07 EA01 EA5D	9346	1
얧	EA08 EA01 EA5D	9347	1
얨	EA09 EA01 EA5D	9348	1
얬	EA0A EA01 EA5D	9349	1
얮	EA00 EA02 EA5D	9350	1
얯	EA01 EA02 EA5D	9351	1
얰	EA02 EA02 EA5D	9352	1
얱	EA03 EA02 EA5D	9353	1
얳	EA04 EA02 EA5D	9354	1
얷	EA05 EA02 EA5D	9355	1
엀	EA06 EA02 EA5D	9356	1
엁	EA07 EA02 EA5D	9357	1
엃	EA08 EA02 EA5D	9358	1
엍	EA09 EA02 EA5D	9359	1
엒	EA0A EA02 EA5D	9360	1
엕	EA00 EA03 EA5D	9361	1
엚	EA01 EA03 EA5D	9362	1
엝	EA02 EA03 EA5D	9363	1
엞	EA03 EA03 EA5D	9364	1
엢	EA04 EA03 EA5D	9365	1
엨	EA05 EA03 EA5D	9366	1
엩	EA06 EA03 EA5D	9367	1
엪	EA07 EA03 EA5D	9368	1
엯	EA08 EA03 EA5D	9369	1
엲	EA09 EA03 EA5D	9370	1
엳	EA0A EA03 EA5D	9371	1
엻	EA00 EA04 EA5D	9372	1
옂	EA01 EA04 EA5D	9373	1
옃	EA02 EA04 EA5D	9374	1
옄	EA03 EA04 EA5D	9375	1
옊	EA04 EA04 EA5D	9376	1
옋	EA05 EA04 EA5D	9377	1
옏	EA06 EA04 EA5D	9378	1
옑	EA07 EA04 EA5D	9379	1
옓	EA08 EA04 EA5D	9380	1
옔	EA09 EA04 EA5D	9381	1
옕	EA0A EA04 EA5D	9382	1
옗	EA00 EA05 EA5D	9383	1
옞	EA01 EA05 EA5D	9384	1
옟	EA02 EA05 EA5D	9385	1
옠	EA03 EA05 EA5D	9386	1
옡	EA04 EA05 EA5D	9387	1
옢	EA05 EA05 EA5D	9388	1
옩	EA06 EA05 EA5D	9389	1
옼	EA07 EA05 EA5D	9390	1
옾	EA08 EA05 EA5D	9391	1
왅	EA09 EA05 EA5D	9392	1
왇	EA0A EA05 EA5D	9393	1
왋	EA00 EA06 EA5D	9394	1
왌	EA01 EA06 EA5D	9395	1
왍	EA02 EA06 EA5D	9396	1
왏	EA03 EA06 EA5D	9397	1
왗	EA04 EA06 EA5D	9398	1
왙	EA05 EA06 EA5D	9399	1
왚	EA06 EA06 EA5D	9400	1
왛	EA07 EA06 EA5D	9401	1
왟	EA08 EA06 EA5D	9402	1
왡	EA09 EA06 EA5D	9403	1
왥	EA0A EA06 EA5D	9404	1
왦	EA00 EA07 EA5D	9405	1
왧	EA01 EA07 EA5D	9406	1
왫	EA02 EA07 EA5D	9407	1
왭	EA03 EA07 EA5D	9408	1
왮	EA04 EA07 EA5D	9409	1
왲	EA05 EA07 EA5D	9410	1
왳	EA06 EA07 EA5D	9411	1
왵	EA07 EA07 EA5D	9412	1
왺	EA08 EA07 EA5D	9413	1
왻	EA09 EA07 EA5D	9414	1
욃	EA0A EA07 EA5D	9415	1
욆	EA00 EA08 EA5D	9416	1
욇	EA01 EA08 EA5D	9417	1
욉	EA02 EA08 EA5D	9418	1
욊	EA03 EA08 EA5D	9419	1
욎	EA04 EA08 EA5D	9420	1
욗	EA05 EA08 EA5D	9421	1
욙	EA06 EA08 EA5D	9422	1
욚	EA07 EA08 EA5D	9423	1
욛	EA08 EA08 EA5D	9424	1
욝	EA09 EA08 EA5D	9425	1
욞	EA0A EA08 EA5D	9426	1
욢	EA00 EA09 EA5D	9427	1
욨	EA01 EA09 EA5D	9428	1
욪	EA02 EA09 EA5D	9429	1
욫	EA03 EA09 EA5D	9430	1
욮	EA04 EA09 EA5D	9431	1
욻	EA05 EA09 EA5D	9432	1
욽	EA06 EA09 EA5D	9433	1
웂	EA07 EA09 EA5D	9434	1
웇	EA08 EA09 EA5D	9435	1
웉	EA09 EA09 EA5D	9436	1
웊	EA0A EA09 EA5D	9437	1
웑	EA00 EA0A EA5D	9438	1
웒	EA01 EA0A EA5D	9439	1
웖	EA02 EA0A EA5D	9440	1
웚	EA03 EA0A EA5D	9441	1
웛	EA04 EA0A EA5D	9442	1
웥	EA05 EA0A EA5D	9443	1
웦	EA06 EA0A EA5D	9444	1
웧	EA07 EA0A EA5D	9445	1
웮	EA08 EA0A EA5D	9446	1
웯	EA09 EA0A EA5D	9447	1
웲	EA0A EA0A EA5D	9448	1
웳	EA00 EA00 EA5F	9449	1
웵	EA01 EA00 EA5F	9450	1
웷	EA02 EA00 EA5F	9451	1
웾	EA03 EA00 EA5F	9452	1
웿	EA04 EA00 EA5F	9453	1
윀	EA05 EA00 EA5F	9454	1
윂	EA06 EA00 EA5F	9455	1
윆	EA07 EA00 EA5F	9456	1
윇	EA08 EA00 EA5F	9457	1
윉	EA09 EA00 EA5F	9458	1
윍	EA0A EA00 EA5F	9459	1
윎	EA00 EA01 EA5F	9460	1
윏	EA01 EA01 EA5F	9461	1
윑	EA02 EA01 EA5F	9462	1
윒	EA03 EA01 EA5F	9463	1
윓	EA04 EA01 EA5F	9464	1
윛	EA05 EA01 EA5F	9465	1
윣	EA06 EA01 EA5F	9466	1
윫	EA07 EA01 EA5F	9467	1
윬	EA08 EA01 EA5F	9468	1
윮	EA09 EA01 EA5F	9469	1
윲	EA0A EA01 EA5F	9470	1
윸	EA00 EA02 EA5F	9471	1
윹	EA01 EA02 EA5F	9472	1
윻	EA02 EA02 EA5F	9473	1
읁	EA03 EA02 EA5F	9474	1
읃	EA04 EA02 EA5F	9475	1
읒	EA05 EA02 EA5F	9476	1
읚	EA06 EA02 EA5F	9477	1
읛	EA07 EA02 EA5F	9478	1
읝	EA08 EA02 EA5F	9479	1
읞	EA09 EA02 EA5F	9480	1
읡	EA0A EA02 EA5F	9481	1
읣	EA00 EA03 EA5F	9482	1
읤	EA01 EA03 EA5F	9483	1
읥	EA02 EA03 EA5F	9484	1
읦	EA03 EA03 EA5F	9485	1
읧	EA04 EA03 EA5F	9486	1
읮	EA05 EA03 EA5F	9487	1
읯	EA06 EA03 EA5F	9488	1
읱	EA07 EA03 EA5F	9489	1
읶	EA08 EA03 EA5F	9490	1
읾	EA09 EA03 EA5F	9491	1
잀	EA0A EA03 EA5F	9492	1
잁	EA00 EA04 EA5F	9493	1
잆	EA01 EA04 EA5F	9494	1
잋	EA02 EA04 EA5F	9495	1
잒	EA03 EA04 EA5F	9496	1
잓	EA04 EA04 EA5F	9497	1
잝	EA05 EA04 EA5F	9498	1
잢	EA06 EA04 EA5F	9499	1
잨	EA07 EA04 EA5F	9500	1
잩	EA08 EA04 EA5F	9501	1
잪	EA09 EA04 EA5F	9502	1
잯	EA0A EA04 EA5F	9503	1
잲	EA00 EA05 EA5F	9504	1
잶	EA01 EA05 EA5F	9505	1
잺	EA02 EA05 EA5F	9506	1
잻	EA03 EA05 EA5F	9507	1
잾	EA04 EA05 EA5F	9508	1
쟇	EA05 EA05 EA5F	9509	1
쟊	EA06 EA05 EA5F	9510	1
쟍	EA07 EA05 EA5F	9511	1
쟏	EA08 EA05 EA5F	9512	1
쟕	EA09 EA05 EA5F	9513	1
쟘	EA0A EA05 EA5F	9514	1
쟞	EA00 EA06 EA5F	9515	1
쟟	EA01 EA06 EA5F	9516	1
쟢	EA02 EA06 EA5F	9517	1
쟣	EA03 EA06 EA5F	9518	1
쟦	EA04 EA06 EA5F	9519	1
쟨	EA05 EA06 EA5F	9520	1
쟩	EA06 EA06 EA5F	9521	1
쟪	EA07 EA06 EA5F	9522	1
쟭	EA08 EA06 EA5F	9523	1
쟰	EA09 EA06 EA5F	9524	1
쟱	EA0A EA06 EA5F	9525	1
쟳	EA00 EA07 EA5F	9526	1
쟴	EA01 EA07 EA5F	9527	1
쟶	EA02 EA07 EA5F	9528	1
쟷	EA03 EA07 EA5F	9529	1
쟹	EA04 EA07 EA5F	9530	1
쟺	EA05 EA07 EA5F	9531	1
